id,source,text,sentiment,sarcasm
sr-01009,https://www.youtube.com/watch?v=hpKAFB9QUZc,Najgluplji film ikada,,
sr-01010,https://www.youtube.com/watch?v=hpKAFB9QUZc,"Film je ok i vredan gledanja, sa par nerealnih detalja. Npr ona Pink fufica koja sve laže o sebi i javno ponižava najbolju drugaricu je baš loša osoba. Takve nikad ne priznaju ko su zapravo, nastavljaju da lažu o sebi i kada ih svi provale.",,
sr-01011,https://www.youtube.com/watch?v=hpKAFB9QUZc,*Vengo de Tiktok*,,
sr-01012,https://www.youtube.com/watch?v=hpKAFB9QUZc,"Ja bi voleo da sam isao sa ovima u skolu,znam da je ovo film al da je realnost",,
sr-01013,https://www.youtube.com/watch?v=hpKAFB9QUZc,Није ми најјасније зашто се све врти око Исидоре ?,,
sr-01014,https://www.youtube.com/watch?v=hpKAFB9QUZc,"Preso 12 puta level sam 89 ,Brat objasnio",,
sr-01015,https://www.youtube.com/watch?v=hpKAFB9QUZc,Da li nas ima ovaj film gledam dugo I izgleda da ga još nemogu izbaciti iz glave 2021,,
sr-01016,https://www.youtube.com/watch?v=hpKAFB9QUZc,57:17 Златан Ибрахимовић гледао филм,,
sr-01017,https://www.youtube.com/watch?v=hpKAFB9QUZc,I ko na kraju prebio razrednu??,,
sr-01018,https://www.youtube.com/watch?v=hpKAFB9QUZc,"Postoje pravila igre, ti znaš da ne možeš sam...",,
sr-01019,https://www.youtube.com/watch?v=hpKAFB9QUZc,"Film je realan, samo što u stvarnosti se ne dogode uglavnom ovi raspleti na kraju",,
sr-01020,https://www.youtube.com/watch?v=hpKAFB9QUZc,"hello from turkey , congrats for the film.",,
sr-01021,https://www.youtube.com/watch?v=hpKAFB9QUZc,1:29:37 - ovo mi je ubedljivo najdraža scena.,,
sr-01022,https://www.youtube.com/watch?v=hpKAFB9QUZc,Ovaj film je polu strasan a polu brutalan,,
sr-01023,https://www.youtube.com/watch?v=hpKAFB9QUZc,this was… special,,
sr-01024,https://www.youtube.com/watch?v=hpKAFB9QUZc,Koja je ovo pesma što ju je Isidora pustila,,
sr-01025,https://www.youtube.com/watch?v=hpKAFB9QUZc,lol what tiktok can do,,
sr-01026,https://www.youtube.com/watch?v=hpKAFB9QUZc,cadê a legenda desse caralho que ódio,,
sr-01027,https://www.youtube.com/watch?v=hpKAFB9QUZc,I came from tiktok. I have been in Serbja few years ago. I have lived in Croatia so I remember few words. :) sending kisses from Peru.,,
sr-01028,https://www.youtube.com/watch?v=hpKAFB9QUZc,nisam fan domaćih filmova ali film je jebeno dobar prikazuje realnu stvarnost današnjice. zanima me da li itko zna dali ima drugi dio?,,
sr-01029,https://www.youtube.com/watch?v=hpKAFB9QUZc,pov you’re hear from tiktok,,
sr-01030,https://www.youtube.com/watch?v=hpKAFB9QUZc,Someone from TikTok ??,,
sr-01031,https://www.youtube.com/watch?v=hpKAFB9QUZc,What the parties they are talking about?,,
sr-01032,https://www.youtube.com/watch?v=hpKAFB9QUZc,Excellent movie. The last Yugoslav film I saw was 'Powder Keg' from 1998. I say 'Yugoslav' using Goldstein's insistence with the term in his book '1941: The Year that keeps returning'. As a country of 22 million I reckon it worked the best after Nazi defeat (1945) till the internecine wars of 1991-95. Great people. Very 'latin'. I met quite a few in London after '91. Pity that German reunification in 1989 ruined everything with their support of the Croat nationalist HDZ.,,
sr-01033,https://www.youtube.com/watch?v=hpKAFB9QUZc,вратите ми изгубљених сат ипо,,
sr-01034,https://www.youtube.com/watch?v=hpKAFB9QUZc,Mogli ste neke mladje nać...Ovi izgledaju ko da su i fax zavrsili...,,
sr-01035,https://www.youtube.com/watch?v=hpKAFB9QUZc,"1:17:56 Straight-aši balave,gejevi se klanjaju!‍",,
sr-01036,https://www.youtube.com/watch?v=hpKAFB9QUZc,"Matea -Sofija iz ""Igra sudbine""u klupi))Preslatka je i SUSTA SUPROTNOST OD ULOGE SOFIJE..OVA DVA TIPA SU TOP,STETA STO SU P....((SVAKA CAST I ZA FILM I MUZIKU))POZZ SVIMA.",,
sr-01037,https://www.youtube.com/watch?v=hpKAFB9QUZc,"44:55 ""Glasaćeš za Hašima Tačija"" a u prevodu piše ""Obama"" hahah",,
sr-01038,https://www.youtube.com/watch?v=hpKAFB9QUZc,Scena u skoli je najbolja gde se cuje pesma od benda Diorama-Advance :D,,
sr-01039,https://www.youtube.com/watch?v=hpKAFB9QUZc,57:08 kako se zove muzika,,
sr-01040,https://www.youtube.com/watch?v=hpKAFB9QUZc,Како су слатки Матија и Софија заједно,,
sr-01041,https://www.youtube.com/watch?v=hpKAFB9QUZc,Dobar film kao da je radjen u hollywoodu,,
sr-01042,https://www.youtube.com/watch?v=hpKAFB9QUZc,Moze li se film reaplodati na druge kanale,,
sr-01043,https://www.youtube.com/watch?v=hpKAFB9QUZc,53:10 girl can't take a hint,,
sr-01044,https://www.youtube.com/watch?v=hpKAFB9QUZc,Jedan od najboljih filmova za koje znam svaka čast!!!,,
sr-01045,https://www.youtube.com/watch?v=hpKAFB9QUZc,Ова Сандра ( Матеа ) је предобра риба,,
sr-01046,https://www.youtube.com/watch?v=hpKAFB9QUZc,"Najranija mladost, prikazana u ovom filmu, tako je lijepa i bolna u isto vrijeme. Za razliku od mnogih koji pričaju loše o novim generacijama, uvijek ću biti na strani mladih generacija, smatrajući ih i vjerujući da su najpametnije do sad. I sam sam mlad, ali mislim na generaciju u ovom filmu (generacija 90 s, pa i 2000 s). Nije ovo nikakvo romantizovanje mladosti ili dodvoravanje mladima, već stvar evolucije i napretka kao jedinih ideala u koje vjerujem. Fantastičan film. Jedan od najboljih, ikad. p.s. Mlade generacije, sjajne ste. Ne dozvolite da prihvatite da ste ono, što pričaju oni, koji vas osuđuju. Budite ono što jeste u svakom trenutku i samo nikad ne budite nasilni prema drugačijima, jer svi ste/smo drugačiji i posebni. I sve će biti sve bolje i bolje..",,
sr-01047,https://www.youtube.com/watch?v=hpKAFB9QUZc,Ko ce sad da mi vrati izgubljenih sat ipo zivota ?,,
sr-01048,https://www.youtube.com/watch?v=hpKAFB9QUZc,Ova serija je najacaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,,
sr-01049,https://www.youtube.com/watch?v=hpKAFB9QUZc,Овај филм ми никад није привукао пажњу али ево гледам и свиђа ми се,,
sr-01050,https://www.youtube.com/watch?v=hpKAFB9QUZc,U kojoj skoli je ovo snimano?,,
sr-01051,https://www.youtube.com/watch?v=hpKAFB9QUZc,Film je remek delo za južni vetar....vrh,,
sr-01052,https://www.youtube.com/watch?v=hpKAFB9QUZc,The only English comment you ever find ion always get likes,,
sr-01053,https://www.youtube.com/watch?v=hpKAFB9QUZc,svi mi ih hemijske,,
sr-01054,https://www.youtube.com/watch?v=hpKAFB9QUZc,NI KURVE NAS NE VOLE TB87 NALEPNICA NASA VAM NA ZIDU IZA,,
sr-01055,https://www.youtube.com/watch?v=hpKAFB9QUZc,Kraj je sranje.,,
sr-01056,https://www.youtube.com/watch?v=hpKAFB9QUZc,Full je film i sve al jebes mi mater ne kontam kraj ae pomoc,,
sr-01057,https://www.youtube.com/watch?v=hpKAFB9QUZc,Uzela im telefone a ovaj slusa muziku na slusalicama,,
sr-01058,https://www.youtube.com/watch?v=hpKAFB9QUZc,"Hi everybody, does anybody know the name of the song at 57:12?",,
sr-01059,https://www.youtube.com/watch?v=hpKAFB9QUZc,1:20:03 Za palog brata,,
sr-01060,https://www.youtube.com/watch?v=hpKAFB9QUZc,"Dobro uradjen film, svaka cast mladim glumcima i reziji.",,
sr-01061,https://www.youtube.com/watch?v=hpKAFB9QUZc,Interesting characters but way too many of them. Perhaps the film can narrow down to focus on a few key ones and develop more of their character arcs. Too much not known about their background or where their future lies. Too many characters to look at so there's a loss of focus and makes the film incomplete. Probably fit better in a series than a movie.,,
sr-01062,https://www.youtube.com/watch?v=hpKAFB9QUZc,1:17:57 ni za zilijardu evra nebih snimio ovu scenu,,
sr-01063,https://www.youtube.com/watch?v=hpKAFB9QUZc,MOMAK SA DUGOM KOSOM I KAPICOM ?!?!?!? PLIZZZ,,
sr-01064,https://www.youtube.com/watch?v=hpKAFB9QUZc,Film je brutalan ali nazalost ovo je istina kod nas (balkan) jbg,,
sr-01065,https://www.youtube.com/watch?v=hpKAFB9QUZc,to care trazio sam film i nisam ga nasa osim kod tebe bog sii,,
sr-01066,https://www.youtube.com/watch?v=hpKAFB9QUZc,1sat 22min 23sekunde napolje su a fora zakljucani,,
sr-01067,https://www.youtube.com/watch?v=hpKAFB9QUZc,"Nazalost , moj razred ,sadasnje ll1 ZTS , je nesto slicno ovome. Nadam se da cemo se malo bolje upoznati do kraja skolovanja i da cemoo ostati u secanju jedni drugima. Ovim putem ih pozdravljam. Strahinja Bojic . Uloga u kojoj sam se pronasao je bio frajer sa GNR majcom .",,
sr-01068,https://www.youtube.com/watch?v=hpKAFB9QUZc,Bjezi mile preko drine eto ide Alija,,
sr-01069,https://www.youtube.com/watch?v=hpKAFB9QUZc,46:36 alo ova zika u pozadini jel zna neko,,
sr-01070,https://www.youtube.com/watch?v=hpKAFB9QUZc,51:45 moze link pesme sa ovim delom,,
sr-01071,https://www.youtube.com/watch?v=hpKAFB9QUZc,Kad izlazi Pored nas?,,
sr-01072,https://www.youtube.com/watch?v=hpKAFB9QUZc,moja skola al buk,,
sr-01073,https://www.youtube.com/watch?v=hpKAFB9QUZc,Koja je poenta filma,,
sr-01074,https://www.youtube.com/watch?v=hpKAFB9QUZc,"Pls snimi nastavak ovog filma ""pored nas 2017"" pls nigdje nmg nac",,
sr-01075,https://www.youtube.com/watch?v=hpKAFB9QUZc,Strahinja idi dok si mlad koji kralj,,
sr-01076,https://www.youtube.com/watch?v=hpKAFB9QUZc,Jedva cekam da ja odem u srednju na ovakvu bleju,,
sr-01077,https://www.youtube.com/watch?v=hpKAFB9QUZc,Neseri za thompsona,,
sr-01078,https://www.youtube.com/watch?v=hpKAFB9QUZc,Hvala ti! Napokon dobar film... drugi deo trebo da izade u 2019.,,
sr-01079,https://www.youtube.com/watch?v=hpKAFB9QUZc,Bilo bi bolje da je bilo vise uspelog muvanja sa zavrsetkom zna se kako... i manje pederisanja,,
sr-01080,https://www.youtube.com/watch?v=HMIfPTqxmWw,Svuda gdeje KOJO toje vrh,,
sr-01081,https://www.youtube.com/watch?v=HMIfPTqxmWw,Wish it had subtitles,,
sr-01082,https://www.youtube.com/watch?v=HMIfPTqxmWw,jbm mater i tebi i reklamama silnim,,
sr-01083,https://www.youtube.com/watch?v=HMIfPTqxmWw,"Jedna od najbolnijih scena ikad snimljenih je kad Djordje (Mladen Andrejevic) prica o svojoj deci i pokojnoj supruzi. Jako je pozitivno to sto danas ovaj film ima mnogo pozitivnih komentara, izrazenih kroz podrsku i postovanje, sto ranije nikako nije bio slucaj. Postoji sansa da se polako odviknemo od mrznje i sovinizma.",,
sr-01084,https://www.youtube.com/watch?v=HMIfPTqxmWw,Reklama svaki tri minute,,
sr-01085,https://www.youtube.com/watch?v=HMIfPTqxmWw,"Odličan film, pun humora!!!",,
sr-01086,https://www.youtube.com/watch?v=HMIfPTqxmWw,1:18:55 ja kada vidim nekoga da stavlja kečap na picu,,
sr-01087,https://www.youtube.com/watch?v=HMIfPTqxmWw,"pozdrav, zna li neko ime glumca koji igra karte sa naocarima na potiljku.. u crnom..bez kose? na 55:16? Na imdb nema jasno napisano..bar ne meni...",,
sr-01088,https://www.youtube.com/watch?v=HMIfPTqxmWw,"pozdrav, zna li neko ime glumca koji igra karte sa naocarima na potiljku.. u crnom..bez kose? Na imdb nema",,
sr-01089,https://www.youtube.com/watch?v=HMIfPTqxmWw,"Kojo najaci glumac, ali pederska posla ne podnosim",,
sr-01090,https://www.youtube.com/watch?v=HMIfPTqxmWw,Vratices kad imas Sta si cuo? Sutra da vratis paree,,
sr-01091,https://www.youtube.com/watch?v=HMIfPTqxmWw,Najjaci glumac ovaj makedonac,,
sr-01092,https://www.youtube.com/watch?v=HMIfPTqxmWw,1:02:37 ubijao sam i ljude i srbe,,
sr-01093,https://www.youtube.com/watch?v=HMIfPTqxmWw,Živ je! I ti si,,
sr-01094,https://www.youtube.com/watch?v=HMIfPTqxmWw,Ceo film je parodija na 7 velicanstvenih...,,
sr-01095,https://www.youtube.com/watch?v=HMIfPTqxmWw,komedija je super ali presme[no,,
sr-01096,https://www.youtube.com/watch?v=HMIfPTqxmWw,Trebalo ih je vise stradati i malo manje plakati,,
sr-01097,https://www.youtube.com/watch?v=HMIfPTqxmWw,PA STA JE TU BLAM BRE COVEČE SVAKOM PO SOMA ZA 3 ČUKE POSLA,,
sr-01098,https://www.youtube.com/watch?v=HMIfPTqxmWw,"Fim ne vredi gledti, svaka dva min idu reklame.",,
sr-01099,https://www.youtube.com/watch?v=HMIfPTqxmWw,"Film je extra sve super legende a LGBT FUUJJ, MENI NA ZAPADU UZEŠE DJETE PEDERI IZ SOCIJALNOG I TO BUKVALNO PEDERI I RADE VRLO ODVRATNE STVARI, TO JE KUGA BOLEST I TREBA SVE TO DA SE LEČI, INAČE PROTIV SAM NASILJA",,
sr-01100,https://www.youtube.com/watch?v=HMIfPTqxmWw,Lijepo za gledati. Hvala na videu.,,
sr-01101,https://www.youtube.com/watch?v=HMIfPTqxmWw,Breko gymec bret neka sin dreva. Decy mesev o piejea obdesate Mene dysko redeac pezeste,,
sr-01102,https://www.youtube.com/watch?v=HMIfPTqxmWw,Ovo je najbolji film na svetu i gledam je svako veče,,
sr-01103,https://www.youtube.com/watch?v=HMIfPTqxmWw,Ma sto nema nikad text na filmove,,
sr-01104,https://www.youtube.com/watch?v=HMIfPTqxmWw,"JA, CURA, BOCA KRUŠKOVCA, I GEJ PRAVA!!!!!!",,
sr-01105,https://www.youtube.com/watch?v=HMIfPTqxmWw,"u ovom filmu inspektor prebio limuna, a u filmu cetvrti covek limun je ubio inspektora",,
sr-01106,https://www.youtube.com/watch?v=HMIfPTqxmWw,Ima 26.12.2025 pozdrav iz Schweizarske,,
sr-01107,https://www.youtube.com/watch?v=HMIfPTqxmWw,Trasan film odusevili me koja i ekipa iz rata to se zovu pravi prijatelji a ovo sto se tice same parade protiv sam al to je moje misljenje,,
sr-01108,https://www.youtube.com/watch?v=HMIfPTqxmWw,Al ga glumi pedera,,
sr-01109,https://www.youtube.com/watch?v=HMIfPTqxmWw,"Koliko god da sam ga puta pogledala,svaki put oplačem..",,
sr-01110,https://www.youtube.com/watch?v=HMIfPTqxmWw,"1:38:08 ""Ovo što si mi ti omogućio, ni'ko mi ne bi omogućio.. -Šta? - Da jeben Srbima mater usrid Beograda.."". Ali Limunov odgovor je mrak; ""Pamti pa vrati.."" Odlična zeka, odličan film..",,
sr-01111,https://www.youtube.com/watch?v=HMIfPTqxmWw,"Dobar film, malo pederski, al dobar",,
sr-01112,https://www.youtube.com/watch?v=HMIfPTqxmWw,"Pozdrav iz Lajkovca dobri moji drugari . Svi smo mi ljudi, i mi na ovom belom dunjaluku nismo tu da sudimo o drugima, ima ko vodi brigu o tome. Ako je našim drugima lepo meni još lepše, još jednom sve su to nasi prijatelji, komšije, braća, kumovi i tako... Pozdrav",,
sr-01113,https://www.youtube.com/watch?v=HMIfPTqxmWw,"Koliko puta sam gledala ovaj film i svaki put se odusevim. A glumci,svi su mnogo dobro odigrali uloge,cak i Relja koji nije glumac.",,
sr-01114,https://www.youtube.com/watch?v=HMIfPTqxmWw,38:45 Relevantno i dan danas hahahaha,,
sr-01115,https://www.youtube.com/watch?v=HMIfPTqxmWw,o jebemti je mi ovaj film falio hahaha predobro,,
sr-01116,https://www.youtube.com/watch?v=HMIfPTqxmWw,OVO. JE. VELIKA. SRAMOTA. ZA. KINEMATOGRAFIJU. ŠTO. SU. UOPŠTE. SNIMILI. OVAKAV. FILM. PORED. OVAKO. LIJEPI. ŽENA.,,
sr-01117,https://www.youtube.com/watch?v=HMIfPTqxmWw,Spakovan si Papaj ga sad majmune,,
sr-01118,https://www.youtube.com/watch?v=HMIfPTqxmWw,Dali nekog ima 2025,,
sr-01119,https://www.youtube.com/watch?v=HMIfPTqxmWw,"Pederluk i paradu ne podržavam, ali ljudi su ljudi",,
sr-01120,https://www.youtube.com/watch?v=HMIfPTqxmWw,"Штета Никола што си на тако ниске гране спао па да због новца (вероватно) снимиш овакав филм где на крају пише да смо сви ми који поштујемо и негујемо патријархалне вредности неонацисти.. Ја у животу нисам доживео овакво понижење. Сви знамо да су америка и еу платили овај филм али је право дно чак и поред твојих глумачких бравура Никола. Некада си био оличење хетеросексуалности,прави Српски мушкарац заводник а сада си само бледа прашина тога. Мењамо се сви,да али у души остајемо увек исти.",,
sr-01121,https://www.youtube.com/watch?v=HMIfPTqxmWw,3:02 za Ferrari u Formuli 1,,
sr-01122,https://www.youtube.com/watch?v=HMIfPTqxmWw,"kad si spreman zbog nekoga ili nečega da izađeš na crtu, samo se to računa \m/",,
sr-01123,https://www.youtube.com/watch?v=HMIfPTqxmWw,Muy buena! Saludos desde México,,
sr-01124,https://www.youtube.com/watch?v=HMIfPTqxmWw,Dobar film ali izbacite ovo “hrvatski.” Ovo je srpski film 1/1,,
sr-01125,https://www.youtube.com/watch?v=HMIfPTqxmWw,Ко је филм финансирао? И из ког разлога?! СФРЈ дивни људи!,,
sr-01126,https://www.youtube.com/watch?v=HMIfPTqxmWw,"Godinama po snimanju ovog filma, pederi, lezbejke i prajd javno i po ulicama i dalje nisu prihvaćeni. U Srbiji se i dalje smatra bolesnim biti gej, i nema izgleda da će se to promeniti.",,
sr-01127,https://www.youtube.com/watch?v=HMIfPTqxmWw,"Predivan tragikomičan film, pokušao sam da pričam o ovom filmu ljudima koji nisu sa Balkana. Da li negde postoji verzija sa engleskim titlovima?",,
sr-01128,https://www.youtube.com/watch?v=HMIfPTqxmWw,Rokamooo seee muskiiii,,
sr-01129,https://www.youtube.com/watch?v=HMIfPTqxmWw,"E da je stvarno ovako bilo bi top. Samo ovde su prikazani normalni ljudi, a normalni su u stvarnosti 80% stoka bolesna nepismena i oni cine zlocine. Nerealno",,
sr-01130,https://www.youtube.com/watch?v=HMIfPTqxmWw,Pu jebo te babo bradati,,
sr-01131,https://www.youtube.com/watch?v=HMIfPTqxmWw,Svaka čast za film!!!!!,,
sr-01132,https://www.youtube.com/watch?v=HMIfPTqxmWw,"Зборев со Тони пред години. Ми кажа дека сценариото било скроз различно. Ама вечерта пред снимањето, слушнале двајца камермани како зборат што направиле ""нивните"" во околина на Дебар. Срѓан ги слушнал и во следното сабајле го снимиле ова ремек дело.",,
sr-01133,https://www.youtube.com/watch?v=HMIfPTqxmWw,"""Evo četnika, evo ustaše, samo vam još peder hvali..."" nema bolji film!!!",,
sr-01134,https://www.youtube.com/watch?v=HMIfPTqxmWw,"Film je Srpski a ne Srpsko Hrvatski, to sto ima jedan glumac iz Hrvatske ne znaci da je film Hrvatski.... Iako nije bitno, činjenice su činjenice...",,
sr-01135,https://www.youtube.com/watch?v=HMIfPTqxmWw,"""CIGAN"" --> (cigan)....nepogrdni naziv za Srbe. Koristi ga cijeli svijet.",,
sr-01136,https://www.youtube.com/watch?v=HMIfPTqxmWw,"U kojem dijelu filma je Sidji do reke , kakve sam srice uvik ga preskocim, ako ga neko oznaci hvala najlipsa <3",,
sr-01137,https://www.youtube.com/watch?v=HMIfPTqxmWw,Zakaj niso dali vsaj podnapisov v latinici.... bi bilo bolj gledljivo če slučajno ne ujameš katere besede tu in tam....,,
sr-01138,https://www.youtube.com/watch?v=HMIfPTqxmWw,Smeće od filma.,,
sr-01139,https://www.youtube.com/watch?v=HMIfPTqxmWw,Jel iko zna kako se zove glazba koja svira dok citaju papir na sprovodu,,
sr-01140,https://www.youtube.com/watch?v=HMIfPTqxmWw,sramota da je i HR sudjelovala u toj izopačenosti jedini film koji Nikola Kojo NIJE trebao da snimi,,
sr-01141,https://www.youtube.com/watch?v=HMIfPTqxmWw,kakva ekippa nevjerovatno....svaka cast film je top topova,,
sr-01142,https://www.youtube.com/watch?v=HMIfPTqxmWw,Glup film ko kurac,,
sr-01143,https://www.youtube.com/watch?v=HMIfPTqxmWw,Šećer je najslađi,,
sr-01144,https://www.youtube.com/watch?v=HMIfPTqxmWw,FILM JE REMEK DJELO,,
sr-01145,https://www.youtube.com/watch?v=HMIfPTqxmWw,"Супер филм, Поздрав из Француске, иначе 2 пут га гледах",,
sr-01146,https://www.youtube.com/watch?v=HMIfPTqxmWw,"Kupovali smo velike televizore 16:9, ali filmovi se obično režu u omjeru 21:9. Treba li prodati bubrege za stvarno veliki TV da bi imao veliku sliku?",,
sr-01147,https://www.youtube.com/watch?v=HMIfPTqxmWw,"Koliko sam skužio četnik mrzi ustašu , ustaša mrzi četnika , musliman mrzi obadvojicu a svi zajedno mrze peškire",,
sr-01148,https://www.youtube.com/watch?v=HMIfPTqxmWw,Isti ovakav dart imam kad dolaze kod hrvata,,
sr-01149,https://www.youtube.com/watch?v=HMIfPTqxmWw,Shiptar is not a derogatory term for Shqiptars. They call themselves like that.,,
sr-01150,https://www.youtube.com/watch?v=HMIfPTqxmWw,"jao molim lepo uradite engleske titlove,, ako treba ja cu nekako pomoci samo molim lepo",,
sr-01151,https://www.youtube.com/watch?v=HMIfPTqxmWw,Sjajna propaganda za sirenje gej aktivnosti,,
sr-01152,https://www.youtube.com/watch?v=HMIfPTqxmWw,Film je za Oskar,,
sr-01153,https://www.youtube.com/watch?v=HMIfPTqxmWw,Одвратно промовисање одвратности. Сам увод издавачке куће је ђаволски.,,
sr-01154,https://www.youtube.com/watch?v=HMIfPTqxmWw,Onog pedofila trebalo je roknuti na rodjenju.,,
sr-01155,https://www.youtube.com/watch?v=HMIfPTqxmWw,"Bravo za produkciju, scenario i glavne uloge. Sa velikim postovanjem prema svim glumcima koji su fenomenalni, ali, bez Nikole Koljevica, ovaj film ne bi imao toliku tezinu.. Koliko je bitan scenario jednog filma, jos su bitniji glumci. Jer dobar scenario sa dobrim glumcima stvara trajnost filma",,
sr-01156,https://www.youtube.com/watch?v=HMIfPTqxmWw,KLASIK TV 1.-2.-3. DEL,,
sr-01157,https://www.youtube.com/watch?v=HMIfPTqxmWw,"Срђане Драгојевићу, кад се већ бавиш српским друштвеним изазовима и проблемима, што не направиш играни филм о томе како српски народ живи у гету на Космету и како српска дјеца не знају шта значи шетати рођеним градом у вечерњим часовима?",,
sr-01158,https://www.youtube.com/watch?v=HMIfPTqxmWw,fore brutalne poruka filma uzasna...smrt zapadnim vrednostima,,
sr-01159,https://www.youtube.com/watch?v=HMIfPTqxmWw,Odlican film pozdarav iz Bosne,,
sr-01160,https://www.youtube.com/watch?v=HMIfPTqxmWw,"Od svih naziva jedini pogrdni nazivi su peder i balija. Siptar ili Sqiptare je izvorni naziv za Albance, a ustase i cetnici se ponose kada ih zoves tako!",,
sr-01161,https://www.youtube.com/watch?v=HMIfPTqxmWw,Nikakvi neonacisti nisu bili na ulicama Beograda od 20.10.1944.,,
sr-01162,https://www.youtube.com/watch?v=HMIfPTqxmWw,Valjda je svima jasno zasto su buljasi odvratni. Ne zbog seksualnog opredeljenja vec zbog ogavnog ponasanja.,,
sr-01163,https://www.youtube.com/watch?v=HMIfPTqxmWw,Opste ne razumem tu mrznju a pogotovo ne da se to zove bolest bog nas svakaki stvario,,
sr-01164,https://www.youtube.com/watch?v=HMIfPTqxmWw,1:05:18 Eto vidite seronji kako mi možemo da živimo zajedno,,
sr-01165,https://www.youtube.com/watch?v=HMIfPTqxmWw,"""Jel, rekao nesto ovaj...? ...ma nije, malo je umoran od puta""",,
sr-01166,https://www.youtube.com/watch?v=HMIfPTqxmWw,"Činjenica da se na kraju Limun sprijateljio sa ovim pederima pokazuje samo da ma koliko si ""zajeban"" uvek ima ono dobrog u tebi",,
sr-01167,https://www.youtube.com/watch?v=HMIfPTqxmWw,"pozdrav zna li neko koju pesmu pevuse gosti kafe Oluja na 54.19.? nesto ""kapusta na sve strane..""",,
sr-01168,https://www.youtube.com/watch?v=HMIfPTqxmWw,Eh da su Gondzi stvarno polupali glavu ne bi silovao onog momka u wc-u i upropastio mu zivot. Mozete u filmu predstaviti bolesnike za heroje a istina je samo to da su zapravo izopaceni bolesnici.,,
sr-01169,https://www.youtube.com/watch?v=HMIfPTqxmWw,Film bolji od Tome,,
sr-01170,https://www.youtube.com/watch?v=HMIfPTqxmWw,Викај го Ноета. Или Робокоп. На воља ти.,,
sr-01171,https://www.youtube.com/watch?v=HMIfPTqxmWw,Absolute cinema,,
sr-01172,https://www.youtube.com/watch?v=HMIfPTqxmWw,"Филмчиште, хаос... ролеркостер од емоции...",,
sr-01173,https://www.youtube.com/watch?v=HMIfPTqxmWw,"Dobar film. Od domaćih filmova sam odustao pre par decenija, tu negde dok su se svi oduševljavali kengurom, munjama i andjelima 2,3... koji su meni realno sranje. Nisam očekivao da ću videti još neki domaći film koji će da me oduševi. Sad moram da prekopam ove nove filmove i serije da vidim gde sam se sve zajebo'.",,
sr-01174,https://www.youtube.com/watch?v=HMIfPTqxmWw,Bravo momci svaka Vama čast ali tužan kraj. Pozdrav iz Slovenije!!!!!,,
sr-01175,https://www.youtube.com/watch?v=HMIfPTqxmWw,Jel tebe to boli?Boli.Pa što trpiš bre?,,
sr-01176,https://www.youtube.com/watch?v=HMIfPTqxmWw,Mi ubosni predkućom držimo patuljke....,,
sr-01177,https://www.youtube.com/watch?v=HMIfPTqxmWw,"Najjače mi je kad limun veli onom kraj bazena ""KAD SI ZBOG NEKOG ILI NECEG SPREMAN STAT NA CRTU, SAMO SE TO RACUNA""",,
sr-01178,https://www.youtube.com/watch?v=HMIfPTqxmWw,Potrošeno vreme na pogrešan film. Na kraju poruka da su heroji pederi. Suptilno nam ispiru mozak i nameću pogrešne vrednosti,,
sr-01179,https://www.youtube.com/watch?v=HMIfPTqxmWw,"Poenta filma je kako vidim da ljudi treba da budu ljudi,uvek slozni uprkos razlikama.Da se sve moze resiti na miran nacin.Kompromis uvek postoji samo ako ga ljudi zele,dok ga neljudi ne zele.Paradu ponosa NE PODRZAVAM!!!!",,
sr-01180,https://www.youtube.com/watch?v=HMIfPTqxmWw,Како се зове музика на 1:06:29?,,
sr-01181,https://www.youtube.com/watch?v=HMIfPTqxmWw,"Како""croatien""?филм живота ти?",,
sr-01182,https://www.youtube.com/watch?v=HMIfPTqxmWw,Da li neko gleda u 2024 godini,,
sr-01183,https://www.youtube.com/watch?v=HMIfPTqxmWw,Mali magarac još nije doživio da je hajduk osvojio titulu.,,
sr-01184,https://www.youtube.com/watch?v=HMIfPTqxmWw,Fenomenalan film,,
sr-01185,https://www.youtube.com/watch?v=HMIfPTqxmWw,Zašto žele parade? Privatan život ostaje u četiri zida. Nećemo mi kršćani prihvatiti tu izopačenost.,,
sr-01186,https://www.youtube.com/watch?v=HMIfPTqxmWw,1:09:53 59:37 1:04:15,,
sr-01187,https://www.youtube.com/watch?v=HMIfPTqxmWw,"Odlican film, steta sto je pravljen samo da bi sirio propagandu.",,
sr-01188,https://www.youtube.com/watch?v=HMIfPTqxmWw,A nas Bosnian ko hebe aa...Cuj Srbo-Croatian movie..Ma nabijem i vas,,
sr-01189,https://www.youtube.com/watch?v=HMIfPTqxmWw,Лоша геј пропаганда,,
sr-01190,https://www.youtube.com/watch?v=HMIfPTqxmWw,На улицама Београда и Србије и даље хуље пребијају људе само зато што не желе да буду људи.,,
sr-01191,https://www.youtube.com/watch?v=HMIfPTqxmWw,Ne razumem da u kreditima ima prevod na engleski a u filmu ni traga od istog.,,
sr-01192,https://www.youtube.com/watch?v=HMIfPTqxmWw,"Šta trpiš to, čoveče...",,
sr-01193,https://www.youtube.com/watch?v=HMIfPTqxmWw,Po prvi put gledala i oduševljena glumačkim legendama svaka čast‍,,
